"","X[[i]]","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.2b7c7b4f.4d4f.40d3.94de.c28b6fa054a6.","installationKey","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","genericName","taxonRank","taxonomicStatus","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","catalogNumber","institutionCode","gbifID","collectionCode","name","publishingCountry","organismQuantity","organismQuantityType","sampleSizeUnit","sampleSizeValue","relativeOrganismQuantity","identificationReferences","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","dynamicProperties","locality","eventRemarks","materialSampleID","occurrenceID","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","http...rs.tdwg.org.dwc.terms.organismQuantityType","identificationRemarks","speciesKey","species","specificEpithet","depth","depthAccuracy","modified","references","created","associatedSequences","higherClassification","taxonID","individualCount","stateProvince","typeStatus","higherGeography","verbatimEventDate","institutionID","georeferenceProtocol","endDayOfYear","verbatimCoordinateSystem","datasetName","type","preparations","recordedBy","startDayOfYear","identifiedBy","continent","waterBody","rightsHolder","municipality","language","verbatimLocality","locationID","ownerInstitutionCode","accessRights","elevation","elevationAccuracy","typifiedName","fieldNumber","acceptedNameUsage","nomenclaturalCode","datasetID","collectionID","parentNameUsage","identificationID"
"60",NA,"2441856964","Methanococcus Kluyver & van Niel, 1936",-22.59,-43.2436,"gass84","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.958+0000",18,"none","MATERIAL_SAMPLE",1000140,2,24,161,1193,7788,1000140,1000140,"Methanococcus Kluyver & van Niel, 1936","Archaea","Euryarchaeota","Methanococcales","Methanococcaceae","Methanococcus","Methanococcus","GENUS","ACCEPTED",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:57.958+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Methanococci","BR","none","none","Brazil","MGYA00362170_Archaea::Euryarchaeota:Methanococci:Methanococcales:Methanococcaceae:Methanococcus",NA,NA,"2441856964",NA,"Methanococcus Kluyver & van Niel, 1936","GB",12,"DNA sequence reads","DNA sequence reads",1537451,7.80512679753696e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1537451","MGYA00362170","12","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from sediment sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484800","MGYA00362170_Archaea::Euryarchaeota:Methanococci:Methanococcales:Methanococcaceae:Methanococcus","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362170#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,"2021997116","Halococcus Schoop, 1935",-5.99,-35.08,"gass84","bd8b945c-6eb4-4301-b6f1-2f4c8047d0ff","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-26T10:18:20.296+0000","2020-02-26T14:19:18.662+0000",44,"none","MATERIAL_SAMPLE",1000165,2,24,160,565,3802,1000165,1000165,"Halococcus Schoop, 1935","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halococcus","Halococcus","GENUS","ACCEPTED",2013,4,23,"2013-04-23T00:00:00","2020-02-26T14:19:18.662+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","MGYA00205596_Archaea::Euryarchaeota:Halobacteria:Halobacteriales:Halococcaceae:Halococcus",NA,NA,"2021997116",NA,"Halococcus Schoop, 1935","GB",1,"DNA sequence reads","DNA sequence reads",844443,1.18421255194252e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","844443","MGYA00205596","1","{""geographic location (longitude)"":""-35.08"",""geographic location (country and/or sea,region)"":""Brazil: Natal RN, Atlantic Ocean"",""collection date"":""2013-04-23"",""environment (biome)"":""coastal seawater"",""environment (feature)"":""ocean"",""environment (material)"":""seawater"",""geographic location (latitude)"":""-5.99"",""instrument model"":""Illumina MiSeq""}","Natal RN, Atlantic Ocean","16S_3µm","https://www.ebi.ac.uk/metagenomics/samples/SRS2605901","MGYA00205596_Archaea::Euryarchaeota:Halobacteria:Halobacteriales:Halococcaceae:Halococcus","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00205596#taxonomic.",NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,"2441854372","Bacterium",-22.59,-43.2436,"gass84,txmathi","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:57.873+0000",18,"none","MATERIAL_SAMPLE",3268770,2,24,160,565,3802,1000182,1000182,"Halobacterium Elazari-Volcani, 1957","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halobacterium","Bacterium","GENUS","SYNONYM",2014,9,1,"2014-09-01T00:00:00","2020-02-19T10:01:57.873+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","MGYA00362169_Bacteria:::::::bacterium_enrichment_culture",NA,NA,"2441854372",NA,"Bacterium","GB",3,"DNA sequence reads","DNA sequence reads",1280196,2.34339116822737e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1280196","MGYA00362169","3","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-09-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484801","MGYA00362169_Bacteria:::::::bacterium_enrichment_culture","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362169#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,"2441852100","Bacterium",-22.59,-43.2436,"gass84,txmathi","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:58.019+0000",18,"none","MATERIAL_SAMPLE",3268770,2,24,160,565,3802,1000182,1000182,"Halobacterium Elazari-Volcani, 1957","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halobacterium","Bacterium","GENUS","SYNONYM",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:58.019+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","MGYA00362168_Bacteria:::::::bacterium_enrichment_culture",NA,NA,"2441852100",NA,"Bacterium","GB",19,"DNA sequence reads","DNA sequence reads",2296927,8.27192157173476e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","2296927","MGYA00362168","19","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from interstitial water sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484803","MGYA00362168_Bacteria:::::::bacterium_enrichment_culture","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362168#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,"2441856909","Bacterium",-22.59,-43.2436,"gass84,txmathi","d2c5a3fa-e541-4399-b7b3-5d879af9f266","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-19T09:53:35.694+0000","2020-02-19T10:01:58.012+0000",18,"none","MATERIAL_SAMPLE",3268770,2,24,160,565,3802,1000182,1000182,"Halobacterium Elazari-Volcani, 1957","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halobacterium","Bacterium","GENUS","SYNONYM",2014,12,1,"2014-12-01T00:00:00","2020-02-19T10:01:58.012+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","MGYA00362170_Bacteria:::::::bacterium_enrichment_culture",NA,NA,"2441856909",NA,"Bacterium","GB",59,"DNA sequence reads","DNA sequence reads",1537451,3.83752067545567e-05,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1537451","MGYA00362170","59","{""geographic location (longitude)"":""-43.24362"",""geographic location (country and/or sea,region)"":""Brazil: Rio de Janeiro: Rio de Janeiro"",""collection date"":""2014-12-01"",""geographic location (latitude)"":""-22.59004"",""instrument model"":""Illumina MiSeq"",""last update date"":""2017-11-08""}","Rio de Janeiro","16S from sediment sample","https://www.ebi.ac.uk/metagenomics/samples/SRS2484800","MGYA00362170_Bacteria:::::::bacterium_enrichment_culture","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00362170#taxonomic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,"2021988506","Halobacterium Elazari-Volcani, 1957",-5.99,-35.08,"gass84","bd8b945c-6eb4-4301-b6f1-2f4c8047d0ff","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-26T10:18:20.296+0000","2020-02-26T14:19:18.048+0000",44,"none","MATERIAL_SAMPLE",1000182,2,24,160,565,3802,1000182,1000182,"Halobacterium Elazari-Volcani, 1957","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halobacterium","Halobacterium","GENUS","ACCEPTED",2013,11,27,"2013-11-27T00:00:00","2020-02-26T14:19:18.048+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","MGYA00205588_Archaea::Euryarchaeota:Halobacteria:Halobacteriales:Halobacteriaceae:Halobacterium",NA,NA,"2021988506",NA,"Halobacterium Elazari-Volcani, 1957","GB",1,"DNA sequence reads","DNA sequence reads",538096,1.85840444827689e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","538096","MGYA00205588","1","{""geographic location (longitude)"":""-35.08"",""geographic location (country and/or sea,region)"":""Brazil: Natal RN, Atlantic Ocean"",""collection date"":""2013-11-27"",""environment (biome)"":""coastal seawater"",""environment (feature)"":""ocean"",""environment (material)"":""seawater"",""geographic location (latitude)"":""-5.99"",""instrument model"":""Illumina MiSeq""}","Natal RN, Atlantic Ocean","16S_3µm","https://www.ebi.ac.uk/metagenomics/samples/SRS2605903","MGYA00205588_Archaea::Euryarchaeota:Halobacteria:Halobacteriales:Halobacteriaceae:Halobacterium","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00205588#taxonomic.",NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","no data found, try a different search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,"242718500","Halalkalicoccus Xue et al., 2005",0.708889,-50.291667,"bri,cdround,cudc,gass84","840ebec6-f762-11e1-a439-00145eb45e9a","e3e307d0-1637-11da-a5ec-b8a03c50a862","2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6","600d349e-f762-11e1-a439-00145eb45e9a","DWC_ARCHIVE","2020-02-07T01:15:24.522+0000","2020-02-11T00:05:19.711+0000",69,"none","UNKNOWN",1000193,2,24,160,565,3802,1000193,1000193,"Halalkalicoccus Xue et al., 2005","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halalkalicoccus","Halalkalicoccus","GENUS","ACCEPTED",2007,11,26,"2007-11-26T00:00:00","2020-02-11T00:05:19.711+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","242718500","2005172","ICoMM","242718500","ICM_LCR_Av6--LCR_0008_2007_11_26","Halalkalicoccus Xue et al., 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,"242718501","Halalkalicoccus Xue et al., 2005",0.708889,-50.291667,"bri,cdround,cudc,gass84","840ebec6-f762-11e1-a439-00145eb45e9a","e3e307d0-1637-11da-a5ec-b8a03c50a862","2b7c7b4f-4d4f-40d3-94de-c28b6fa054a6","600d349e-f762-11e1-a439-00145eb45e9a","DWC_ARCHIVE","2020-02-07T01:15:24.522+0000","2020-02-11T00:05:20.093+0000",69,"none","UNKNOWN",1000193,2,24,160,565,3802,1000193,1000193,"Halalkalicoccus Xue et al., 2005","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Halalkalicoccus","Halalkalicoccus","GENUS","ACCEPTED",2007,11,26,"2007-11-26T00:00:00","2020-02-11T00:05:20.093+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","242718501","2005249","ICoMM","242718501","ICM_LCR_Av6--LCR_0008_2007_11_26","Halalkalicoccus Xue et al., 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,"2022006158","Haloferax Torreblanca et al., 1986",-5.99,-35.08,"gass84","bd8b945c-6eb4-4301-b6f1-2f4c8047d0ff","ab733144-7043-4e88-bd4f-fca7bf858880",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad","DWC_ARCHIVE","2020-02-26T10:18:20.296+0000","2020-02-26T14:19:18.295+0000",44,"none","MATERIAL_SAMPLE",1000195,2,24,160,565,3802,1000195,1000195,"Haloferax Torreblanca et al., 1986","Archaea","Euryarchaeota","Halobacteriales","Halobacteriaceae","Haloferax","Haloferax","GENUS","ACCEPTED",2013,4,23,"2013-04-23T00:00:00","2020-02-26T14:19:18.295+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Halobacteria","BR","none","none","Brazil","MGYA00205606_Archaea::Euryarchaeota:Halobacteria:Haloferacales:Haloferacaceae:Haloferax",NA,NA,"2022006158",NA,"Haloferax Torreblanca et al., 1986","GB",2,"DNA sequence reads","DNA sequence reads",1430845,1.39777544038662e-06,"https://www.ebi.ac.uk/metagenomics/pipelines/4.1","1430845","MGYA00205606","2","{""geographic location (longitude)"":""-35.08"",""geographic location (country and/or sea,region)"":""Brazil: Natal RN, Atlantic Ocean"",""collection date"":""2013-04-23"",""environment (biome)"":""coastal seawater"",""environment (feature)"":""ocean"",""environment (material)"":""seawater"",""geographic location (latitude)"":""-5.99"",""instrument model"":""Illumina MiSeq""}","Natal RN, Atlantic Ocean","16S_0.22µm","https://www.ebi.ac.uk/metagenomics/samples/SRS2605902","MGYA00205606_Archaea::Euryarchaeota:Halobacteria:Haloferacales:Haloferacaceae:Haloferax","DNA sequence reads","DNA sequence reads","SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00205606#taxonomic.",NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
